date,stock,title,content
2012-05-24,EBAY,PayPal's (NASDAQ:EBAY) tie-up with payment-processing rival Verifone (NYSE:PAY) is all about...,"PayPal's (NASDAQ:EBAY) tie-up with payment-processing rival Verifone (NYSE:PAY) is all about fending off Square, suggests Owen Thomas. PayPal, while expanding its offline partnerships, doesn't have Verifone's retail reach, and Verifone can't match PayPal's low cost structure. While PayPal and Verifone have each released rival offerings (I, II) to Square's credit-card reader, their deal is an attempt to halt Square's efforts to move upmarket and sell retailers on a soup-to-nuts payment solution."
2012-05-24,EBAY,"Having just struck a major partnership with Verifone, PayPal (NASDAQ:EBAY) is announcing 15 new...","Having just struck a major partnership with Verifone, PayPal (NASDAQ:EBAY) is announcing 15 new retail partners for its offline payment solutions. Prominent names includeÂ  Abercrombie, American Eagle, Barnes & Noble, Foot Locker, J.C. Penney, Office Depot, and Toys ""R"" Us. Home Depot has already done a commercial launch of PayPal's solutions."
2012-05-25,EBAY,"Is Google Wallet (NASDAQ:GOOG), off to a sputtering start, a victim of its dependence on NFC...","Is Google Wallet (NASDAQ:GOOG), off to a sputtering start, a victim of its dependence on NFC technology? Not only are NFC chips found in only a small (albeit growing) percentage of phones, the technology requires an ecosystem that doesn't exist, in part due to rival agendas. Meanwhile, PayPal (NASDAQ:EBAY) is rolling out an app-based service that allows users to pay before walking into a store, and Starbucks has had success with a solution that scans barcodes appearing on a phone's display. Then there's Square."
2012-05-25,EBAY,Groupon (NASDAQ:GRPN) bear Rocky Agrawal has obtained an e-mail suggesting the company will...,"Groupon (NASDAQ:GRPN) bear Rocky Agrawal has obtained an e-mail suggesting the company will launch a credit-card reader that charges a fee of just 1.8%, along with a $0.15 transaction charge. This compares with a fee of 2.75% for fast-growing Square, and 2.7% for solutions (I, II) from PayPal (NASDAQ:EBAY) and Verifone (NYSE:PAY), but with no transaction charge. Consider this part of Groupon's efforts to brand itself as a broader solutions provider for local merchants, rather than a mere daily deals company."
2012-06-04,EBAY,eBay (EBAY +0.5%) could be contemplating a major change to its fee structure if its history of...,"eBay (EBAY
+0.5%) could be contemplating a major change to its fee structure if its history of conducting a survey in advance of rolling out a new feature is repeated. A recent survey asked sellers how they would react to different scenarios under a free-listing model, compared to the insertion fee format where they may pay eBay a smaller portion of their sales proceeds."
2012-06-11,EBAY,The 400M credit card numbers Apple (NASDAQ:AAPL) has on hand has already contributed to iOS'...,"The 400M credit card numbers Apple (NASDAQ:AAPL) has on hand has already contributed to iOS' lead over Android with regards to app monetization. Now, with the release of its Passbook app, the NYT's Nick Bilton thinks they could give Apple a boost in the mobile payments space, which features intense competition between EBAY, GOOG, Square, and others. Passbook can store tickets, gift cards, boarding passes, and other items, but doesn't yet handle credit-card transactions."
2012-06-12,EBAY,TiVo (TIVO +1.5%) edges higher after striking a deal with PayPal (NASDAQ:EBAY) to integrate the...,"TiVo (TIVO
+1.5%) edges higher after striking a deal with PayPal (NASDAQ:EBAY) to integrate the latter's payment services with its set-top boxes. The deal will allow consumers to use PayPal to buy products featured in ads within TiVo's user interface/program guide. TiVo says it will work with advertisers and agencies to develop PayPal-enabled ads, with the first ones arriving this fall."
2012-06-13,EBAY,Square says it's now processing transactions at a $6B annual run rate - it was only several...,"Square says it's now processing transactions at a $6B annual run rate - it was only several weeks ago the company said it hit $5B. Square also says it has hired Salesforce.com Finance/Strategy VP Sarah Fair to be its new CFO, as well as execs from PayPal, Apple, and Tesla. Square's rapid growth comes as Google Wallet (NASDAQ:GOOG) and many other mobile payments platforms see limited traction. PayPal (NASDAQ:EBAY), Verifone (NYSE:PAY), and Groupon (NASDAQ:GRPN) are trying to mount challenges (I, II, III)."
2012-06-18,EBAY,"eBay (EBAY +3.5%) trades higher, fueled in part by positive comments and a new initiation from...","eBay (EBAY
+3.5%) trades higher, fueled in part by positive comments and a new initiation from Keefe Bruyette at Outperform. Analysts set their price target for EBAY at $50 on their belief that the company will continue to set new multi-year highs as it remains a growth story."
2012-06-20,EBAY,"PayPal's (NASDAQ:EBAY) site, whose appearance hasn't changed much in years, is in the process of...","PayPal's (NASDAQ:EBAY) site, whose appearance hasn't changed much in years, is in the process of receiving a huge makeover. The revamped site offers a simplified layout and menus, and adds an ""Explore"" button to highlight new services. PayPal has turned into eBay's main growth engine, and is trying to rapidly expand its offline and mobile footprints."
2012-06-26,EBAY,eBay (NASDAQ:EBAY) is initiated a Buy with $50 price target at Needham. Notably bullish on...,"eBay (NASDAQ:EBAY) is initiated a Buy with $50 price target at Needham. Notably bullish on eBay's Marketplaces business, Needham expects strong revenue growth there to prompt upward guidance from management."
2012-06-28,EBAY,A downbeat note from ITG Research is taking a toll on eBay (EBAY -2.6%) which has outperformed...,"A downbeat note from ITG Research is taking a toll on eBay (EBAY
-2.6%) which has outperformed during the recent tech selloff. ITG says its checks indicate macro trends are affecting eBay's ASPs, and resulting in a modest slowdown in e-commerce activity. It expects eBay to post Q2 revenue of $3.29B, below a consensus of $3.36B."
2012-07-06,EBAY,"Visa and MasterCard's reported swipe-fee settlement could be a positive for PayPal (EBAY -2.2%),...","Visa and MasterCard's reported swipe-fee settlement could be a positive for PayPal (EBAY
-2.2%), writes Wedbush's Gil Luria. The interchange concessions that are said to be part of the deal would translate into lower fees for PayPal, in addition to the retailers involved in the dispute. Luria expects eBay to eventually earn Visa/MasterCard-like multiples as PayPal's offline payment efforts bear fruit."
2012-07-13,EBAY,"Bill Me Later, eBay's (NASDAQ:EBAY) other big online payments business, continues to perform...","Bill Me Later, eBay's (NASDAQ:EBAY) other big online payments business, continues to perform well. Bought for $945M in 2008, BML delivers short-term credit to online shoppers. It generated $2.3B worth of loans last year (+64% Y/Y), and has become the Web's #3 alternative payment option. Morgan Stanley's Scott DeVitt thinks BML, whose usage comes with the ancillary benefit of allowing PayPal to avoid transaction fees, could generate $500M+ in revenue in 2015, up from less than $200M in 2011."
2012-07-16,EBAY,Groupon (NASDAQ:GRPN) CEO Andrew Mason moonlights as a maitre d' at a Chicago Japanese...,"Groupon (NASDAQ:GRPN) CEO Andrew Mason moonlights as a maitre d' at a Chicago Japanese restaurant. The reason? Mason wants to understand the challenges Groupon's thousands of daily deals partners face, and in doing so help his company develop what he calls an ""operating system for local commerce,"" one that covers a variety of sales, booking, marketing, and payment-processing services. Google has similar ideas, and there's also PayPal (NASDAQ:EBAY) and Square to contend with."
2012-07-17,EBAY,"Notable earnings after Wednesday's close: AXP, CYS, EBAY, EWBC, FFIV, IBM, KMP, LHO, NE, QCOM,...","Notable earnings after Wednesday's close: AXP, CYS, EBAY, EWBC, FFIV, IBM, KMP, LHO, NE, QCOM, SCSS, SLM, SWKS, SYK,XLNX, YUM"
2012-07-18,EBAY,Is eBay (EBAY +2.8%) setting up for an earnings beat when it reports after market close today?...,"Is eBay (EBAY
+2.8%) setting up for an earnings beat when it reports after market close today? ChannelAdvisor thinks it's a distinct possibility as it notes that Wall Street analysts may have missed a key point from eBay marketplace president Devin Wenig when he said back in mid-June that eBay's active user growth was accelerating in double digits in Q2."
2012-07-18,EBAY,"More on eBay's (NASDAQ:EBAY) Q2: Marketplaces business organic growth rate up 15% Y/Y, excluding...","More on eBay's (NASDAQ:EBAY) Q2: Marketplaces business organic growth rate up 15% Y/Y, excluding effect of foreign exchange. PayPal saw revenue increase 26% Y/Y and active registered accounts rise 13% to 113.2M. Merchant Services revenue 23% higher Y/Y to $23.1M. Expects Q3 net revenue of $3.30B-$3.40B and full-year net revenue of $13.80B-$14.10B, largely in-line with analyst estimates. Shares +4.1% AH. Earnings conference call upcoming (webcast). (PR)"
2012-07-18,EBAY,"While eBay (NASDAQ:EBAY) reports another strong quarter for PayPal, David Pogue reports Square,...","While eBay (NASDAQ:EBAY) reports another strong quarter for PayPal, David Pogue reports Square, whose mobile card readers have become wildly popular, has convinced 75K merchants to support an app-based payments solution called Pay With Square. PWS allows a user to pay for an item by opening a tab using a phone app, and then simply stating his/her name to a cashier using the Square Register iPad app. PayPal has announced something similar, but it's still in the early stages, and is aimed at larger businesses. (card.io)"
2012-07-18,EBAY,"Notable earnings after Wednesday's close: AXP, CYS, EBAY, EWBC, FFIV, IBM, KMP, LHO, NE, QCOM,...","Notable earnings after Wednesday's close: AXP, CYS, EBAY, EWBC, FFIV, IBM, KMP, LHO, NE, QCOM, SCSS, SLM, SWKS, SYK,XLNX, YUM"
2012-07-18,EBAY,eBay (NASDAQ:EBAY): Q2 EPS of $0.56 beats by $0.01. Revenue of $3.4B (+23% Y/Y) beats by $40M....,eBay (NASDAQ:EBAY): Q2 EPS of $0.56 beats by $0.01. Revenue of $3.4B (+23% Y/Y) beats by $40M. Shares +1.1% AH. (PR)
2012-07-18,EBAY,"PayPal (NASDAQ:EBAY) has acquired card.io, provider of technology that allows developers to scan...","PayPal (NASDAQ:EBAY) has acquired card.io, provider of technology that allows developers to scan credit-card info using a phone's camera. Card.io's solutions have gained a following due to their ease-of-use relative to manually inputting CC data on a phone - Google can vouch for consumer unease with the latter. PayPal, which recently launched a mobile card reader, handled nearly $4B worth of mobile payments last year, and is shooting for $8B this year."
2012-07-19,EBAY,Premarket gainers: MLNX +42%. SCSS +21%. GGC +16%. NOK +13%. WAG +11%. SWKS +10%. TXT +9%. EDU...,"Premarket gainers:
MLNX
+42%. SCSS +21%. GGC +16%. NOK
+13%. WAG +11%. SWKS
+10%. TXT
+9%. EDU
+8%. EBAY
+8%. ALU +7%. QCOM
+6%. PPG
+5%. LUV
+5%.  Losers:
OTC:ANTH
-15%. DCIX
-15%. JCI
-8%. CVS
-6%."
2012-07-19,EBAY,A modest Q2 beat and in-line guidance are enough to send eBay (EBAY +8.5%) to 6-year highs....,"A modest Q2 beat and in-line guidance are enough to send eBay (EBAY
+8.5%) to 6-year highs. PayPal's performance is in focus, as is eBay's growing mobile presence: The company predicts both PayPal and Marketplaces will handle $10B in mobile transactions this year, above prior estimates of $7B and $8B. Needham is pleased with eBay's rising margins and strong merchandise volumes, and thinks guidance could be conservative. AMZN
+3.1%. OSTK
+2.3%. MELI
+1.5%. (transcript)"
2012-07-20,EBAY,eBay (NASDAQ:EBAY) announces the pricing of a $3B underwritten public offering of its senior...,"eBay (NASDAQ:EBAY) announces the pricing of a $3B underwritten public offering of its senior unsecured notes. Accordingly, company updates Q3 and FY12 guidance. Sees Q3 EPS of $0.52-0.54, revenue of $3.3B-3.4B. Sees FY12 EPS of $2.28-2.33, revenue of $13.8B-14.1B."
